"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"patch-2.7.6","patch","2.7.6","/nix/store/8p3z4jsrxr5ck92iasc9bc7bmapb5mmg-CVE-2018-6951.patch /nix/store/2j0fmwgm5ybgnc8jprc4ypcxw6s4r2nv-Allow_input_files_to_be_missing_for_ed-style_patches.patch /nix/store/g33nba865rxzc61s4m3f4pm7v9qbhayd-Abort_when_cleaning_up_fails.patch /nix/store/sz6rhpf50kqh75fhqwl75q6dm6fr9xyd-CVE-2018-1000156.patch /nix/store/npqvgz8c8w9kpj1gdma5bbn0pdkisyzp-CVE-2018-6952.patch /nix/store/0y5flakfvnf813cwrr8rygf1jnk0gfnc-CVE-2019-13636.patch /nix/store/rxgi2l6jrgd5xmrrsbcv5cwi558lb36m-CVE-2019-13638-and-CVE-2018-20969.patch","x86_64-linux","/nix/store/mk5kbj9vrzkwbxshy5v3r206fidky0f5-patch-2.7.6","['/nix/store/mk5kbj9vrzkwbxshy5v3r206fidky0f5-patch-2.7.6']","/nix/store/09afb251zff3rli2cj1b1zflfq1llz2r-patch-2.7.6.drv","cpe:2.3:a:gnu:patch:2.7.6:*:*:*:*:*:*:*","pkg:nix/patch@2.7.6","","patch","2.7.6","https://savannah.gnu.org/projects/patch","False","GNU Patch, a program to apply differences to files","gpl3Plus","GPL-3.0-or-later",""
"patchelf-0.15.0","patchelf","0.15.0","","x86_64-linux","/nix/store/s2bpzn6i8v4873a7jp9m8jwwj99ylq0h-patchelf-0.15.0","['/nix/store/s2bpzn6i8v4873a7jp9m8jwwj99ylq0h-patchelf-0.15.0']","/nix/store/v5lym21yh5q4qnh1z2phi1c6jngnxnxj-patchelf-0.15.0.drv","cpe:2.3:a:patchelf:patchelf:0.15.0:*:*:*:*:*:*:*","pkg:nix/patchelf@0.15.0","","patchelf","0.15.0","https://github.com/NixOS/patchelf","False","Small utility to modify the dynamic linker and RPATH of ELF executables","gpl3Plus","GPL-3.0-or-later",""
"pciutils-3.13.0","pciutils","3.13.0","","x86_64-linux","/nix/store/v9xgq84w9w6hqy1wz0401i6145awna3b-pciutils-3.13.0","['/nix/store/v9xgq84w9w6hqy1wz0401i6145awna3b-pciutils-3.13.0']","/nix/store/mi7wzx67kgca0nxhjq0awly5cygf8la2-pciutils-3.13.0.drv","cpe:2.3:a:pciutils:pciutils:3.13.0:*:*:*:*:*:*:*","pkg:nix/pciutils@3.13.0","","pciutils","3.13.0","https://mj.ucw.cz/sw/pciutils/","False","Collection of programs for inspecting and manipulating configuration of PCI devices","gpl2Plus","GPL-2.0-or-later","v@cunat.cz"
"pcre-8.45","pcre","8.45","/nix/store/m2qc8a9c4yr5xmqck50fpzzwzpqggbbw-stacksize-detection.patch /nix/store/avivlgd55xy5ywqh9jxkcp89j0kawb6x-sljit-ppc-icache-flush.patch","x86_64-linux","/nix/store/9qi426ic2vw0jv5c4a2cncqmh4h08v75-pcre-8.45","['/nix/store/9qi426ic2vw0jv5c4a2cncqmh4h08v75-pcre-8.45']","/nix/store/5p8i5lpmdkf8y2ll6bw86azslfdjii0l-pcre-8.45.drv","cpe:2.3:a:pcre:pcre:8.45:*:*:*:*:*:*:*","pkg:nix/pcre@8.45","","pcre","8.45","http://www.pcre.org/","False","Library for Perl Compatible Regular Expressions","bsd3","BSD-3-Clause",""
"pcre-8.45","pcre","8.45","/nix/store/m2qc8a9c4yr5xmqck50fpzzwzpqggbbw-stacksize-detection.patch /nix/store/avivlgd55xy5ywqh9jxkcp89j0kawb6x-sljit-ppc-icache-flush.patch","i686-linux","/nix/store/mqr3fp6wbhqgwj4wy9k04k2z7x89wb65-pcre-8.45","['/nix/store/mqr3fp6wbhqgwj4wy9k04k2z7x89wb65-pcre-8.45']","/nix/store/rgpxjpsj4h0dqfrym6yfvp7m8wmdjxgg-pcre-8.45.drv","cpe:2.3:a:pcre:pcre:8.45:*:*:*:*:*:*:*","pkg:nix/pcre@8.45","","pcre","8.45","http://www.pcre.org/","False","Library for Perl Compatible Regular Expressions","bsd3","BSD-3-Clause",""
"pcre2-10.44","pcre2","10.44","","x86_64-linux","/nix/store/nalqwq0dpzqnp4nfv25370cb17q3wx4j-pcre2-10.44","['/nix/store/20cx1krqwai6kg84p31s7768l1i5p4i5-pcre2-10.44-dev', '/nix/store/9yfgwz5i65z1lbkfq65k67jhzzqh3mkc-pcre2-10.44-bin', '/nix/store/nalqwq0dpzqnp4nfv25370cb17q3wx4j-pcre2-10.44']","/nix/store/5mgricvvj3m9jv6nsxq1npyd4l0qalrx-pcre2-10.44.drv","cpe:2.3:a:pcre:pcre2:10.44:*:*:*:*:*:*:*","pkg:nix/pcre2@10.44","","pcre2","10.44","https://www.pcre.org/","False","Perl Compatible Regular Expressions","bsd3","BSD-3-Clause","ttuegel@mailbox.org"
"pcre2-10.44","pcre2","10.44","","i686-linux","/nix/store/0ayh2b1a8nrcg9jai2ihad7qvfxcr1r9-pcre2-10.44","['/nix/store/0ayh2b1a8nrcg9jai2ihad7qvfxcr1r9-pcre2-10.44']","/nix/store/llpafbkic55rpk2r54iy8461cv7rwrz2-pcre2-10.44.drv","cpe:2.3:a:pcre:pcre2:10.44:*:*:*:*:*:*:*","pkg:nix/pcre2@10.44","","pcre2","10.44","https://www.pcre.org/","False","Perl Compatible Regular Expressions","bsd3","BSD-3-Clause","ttuegel@mailbox.org"
"pcsclite-2.3.0","pcsclite","2.3.0","/nix/store/bj5gpk4dgzwsd54y26wj9l5x18fly420-f41fdaaf7c82bc270af6d7439c6da037bf149be8.patch","x86_64-linux","/nix/store/rj2h4pqnv8c8x3xf0xhg7l5yqwc7aa9l-pcsclite-2.3.0","['/nix/store/6y7l9kwfycplp7c8rxsylfrfyy4y6fka-pcsclite-2.3.0-lib']","/nix/store/1bvh5gvj1fjaakn3ml74mv6sinnr92sk-pcsclite-2.3.0.drv","cpe:2.3:a:pcsclite:pcsclite:2.3.0:*:*:*:*:*:*:*","pkg:nix/pcsclite@2.3.0","","pcsclite","2.3.0","https://pcsclite.apdu.fr/","False","Middleware to access a smart card using SCard API (PC/SC)","bsd3","BSD-3-Clause","anthony@roussel.dev"
"pcsclite-2.3.0","pcsclite","2.3.0","/nix/store/bj5gpk4dgzwsd54y26wj9l5x18fly420-f41fdaaf7c82bc270af6d7439c6da037bf149be8.patch","i686-linux","/nix/store/icaqc5lx2ndd5pc0fyifgdknad1yyhh0-pcsclite-2.3.0","['/nix/store/vnxrzvsyycsfk4la0lkraz245fvlc8p3-pcsclite-2.3.0-lib']","/nix/store/jkm8rxy4h80aj0m4480fi9shmwwq0ljf-pcsclite-2.3.0.drv","cpe:2.3:a:pcsclite:pcsclite:2.3.0:*:*:*:*:*:*:*","pkg:nix/pcsclite@2.3.0","","pcsclite","2.3.0","https://pcsclite.apdu.fr/","False","Middleware to access a smart card using SCard API (PC/SC)","bsd3","BSD-3-Clause","anthony@roussel.dev"
"pem-grammar-0.0.0+rev=1d16b8e","pem-grammar","0.0.0+rev=1d16b8e","","x86_64-linux","/nix/store/43c17lkm4wzryh2hd3b0ygj53pd64yb4-pem-grammar-0.0.0+rev=1d16b8e","['/nix/store/43c17lkm4wzryh2hd3b0ygj53pd64yb4-pem-grammar-0.0.0+rev=1d16b8e']","/nix/store/5mb441vx83556w4p5h0nazmg1vxd1mgk-pem-grammar-0.0.0+rev=1d16b8e.drv","cpe:2.3:a:pem-grammar:pem-grammar:0.0.0+rev=1d16b8e:*:*:*:*:*:*:*","pkg:nix/pem-grammar@0.0.0%2Brev%3D1d16b8e","","","","","","","","",""
"perl-5.40.0","perl","5.40.0","/nix/store/1r5zv195y7b7b5q2daf5p82s2m6r4rg4-CVE-2024-56406.patch /nix/store/al2qf1gbai7mz1ixbsw6idai0l2gf1v2-no-sys-dirs-5.40.0.patch /nix/store/2gcllnmq329byln64bfzw47kzi1bdvv5-fix-build-with-only-C-locale-5.40.0.patch","i686-linux","/nix/store/4kyzrx8jqbgjh3llndibig0l9ad69mn8-perl-5.40.0","['/nix/store/4kyzrx8jqbgjh3llndibig0l9ad69mn8-perl-5.40.0']","/nix/store/2zj0ncm6mvyqhl6v8pk1x0ycg41nqrgc-perl-5.40.0.drv","cpe:2.3:a:perl:perl:5.40.0:*:*:*:*:*:*:*","pkg:nix/perl@5.40.0","","perl","5.40.0","https://www.perl.org/","False","Standard implementation of the Perl 5 programming language","artistic1","Artistic-1.0",""
"perl-5.40.0","perl","5.40.0","/nix/store/1r5zv195y7b7b5q2daf5p82s2m6r4rg4-CVE-2024-56406.patch /nix/store/al2qf1gbai7mz1ixbsw6idai0l2gf1v2-no-sys-dirs-5.40.0.patch /nix/store/2gcllnmq329byln64bfzw47kzi1bdvv5-fix-build-with-only-C-locale-5.40.0.patch","x86_64-linux","/nix/store/nkn5ylz22hb1069w8q7n76dacm6jkw4k-perl-5.40.0","['/nix/store/6dph4w36qf39j6nn9mfl91gjpxwn7k6k-perl-5.40.0-man', '/nix/store/nkn5ylz22hb1069w8q7n76dacm6jkw4k-perl-5.40.0']","/nix/store/4mgxmn1n9h4x1ybq9kvm60d6sjyvws6a-perl-5.40.0.drv","cpe:2.3:a:perl:perl:5.40.0:*:*:*:*:*:*:*","pkg:nix/perl@5.40.0","","perl","5.40.0","https://www.perl.org/","False","Standard implementation of the Perl 5 programming language","artistic1","Artistic-1.0",""
"perl-5.40.0-env","perl-5.40.0-env","","","x86_64-linux","/nix/store/a63ncj6wqg4wj752qdb2gpg7gpc1yly9-perl-5.40.0-env","['/nix/store/a63ncj6wqg4wj752qdb2gpg7gpc1yly9-perl-5.40.0-env']","/nix/store/0q09igy908xdq7kkqbsq24mb4vlm94b2-perl-5.40.0-env.drv","cpe:2.3:a:perl-5.40.0-env:perl-5.40.0-env::*:*:*:*:*:*:*","pkg:nix/perl-5.40.0-env","","","","","","","","",""
"perl-5.40.0-env","perl-5.40.0-env","","","x86_64-linux","/nix/store/iqnszcixs6xz0syhar0mq73vx0zzrsv0-perl-5.40.0-env","['/nix/store/iqnszcixs6xz0syhar0mq73vx0zzrsv0-perl-5.40.0-env']","/nix/store/9gy2mvadml9r862j4l4zr43q63gszdak-perl-5.40.0-env.drv","cpe:2.3:a:perl-5.40.0-env:perl-5.40.0-env::*:*:*:*:*:*:*","pkg:nix/perl-5.40.0-env","","","","","","","","",""
"perl-5.40.0-env","perl-5.40.0-env","","","x86_64-linux","/nix/store/cffrismjb5jh9287ygkafddyv0qyp1r2-perl-5.40.0-env","['/nix/store/cffrismjb5jh9287ygkafddyv0qyp1r2-perl-5.40.0-env']","/nix/store/bg16yz6ky7lav7inr59cdjax7cpgmh7w-perl-5.40.0-env.drv","cpe:2.3:a:perl-5.40.0-env:perl-5.40.0-env::*:*:*:*:*:*:*","pkg:nix/perl-5.40.0-env","","","","","","","","",""
"perl-5.40.0-env","perl-5.40.0-env","","","x86_64-linux","/nix/store/60a1psllllbk9lfbbihf17v946nln9wv-perl-5.40.0-env","['/nix/store/60a1psllllbk9lfbbihf17v946nln9wv-perl-5.40.0-env']","/nix/store/ny479di6wjqpbyl2xzd97bnmpnx6jdcs-perl-5.40.0-env.drv","cpe:2.3:a:perl-5.40.0-env:perl-5.40.0-env::*:*:*:*:*:*:*","pkg:nix/perl-5.40.0-env","","","","","","","","",""
"perl-5.40.0-env","perl-5.40.0-env","","","x86_64-linux","/nix/store/42qi67mi6qgz1f0m7xzbgchqqwv0k9y6-perl-5.40.0-env","['/nix/store/42qi67mi6qgz1f0m7xzbgchqqwv0k9y6-perl-5.40.0-env']","/nix/store/yw9b0l1647cy8qlmw2r171k1w11scrrr-perl-5.40.0-env.drv","cpe:2.3:a:perl-5.40.0-env:perl-5.40.0-env::*:*:*:*:*:*:*","pkg:nix/perl-5.40.0-env","","","","","","","","",""
"perl-grammar-0.0.0+rev=ecd90bd","perl-grammar","0.0.0+rev=ecd90bd","","x86_64-linux","/nix/store/3l6y151w510cm2vl8j0dir96cgkk41vq-perl-grammar-0.0.0+rev=ecd90bd","['/nix/store/3l6y151w510cm2vl8j0dir96cgkk41vq-perl-grammar-0.0.0+rev=ecd90bd']","/nix/store/sw7gz6dq5pgcsamh8431awwjx4g572ic-perl-grammar-0.0.0+rev=ecd90bd.drv","cpe:2.3:a:perl-grammar:perl-grammar:0.0.0+rev=ecd90bd:*:*:*:*:*:*:*","pkg:nix/perl-grammar@0.0.0%2Brev%3Decd90bd","","","","","","","","",""
"perl5.40.0-Authen-SASL-2.1700","perl5.40.0-Authen-SASL","2.1700","","x86_64-linux","/nix/store/0v2j4ix0gpavkb4s3gaz516wd2hkgxg3-perl5.40.0-Authen-SASL-2.1700","['/nix/store/0v2j4ix0gpavkb4s3gaz516wd2hkgxg3-perl5.40.0-Authen-SASL-2.1700']","/nix/store/aj725wzckqliivpmpj9xml2z6yqaak0r-perl5.40.0-Authen-SASL-2.1700.drv","cpe:2.3:a:perl5.40.0-Authen-SASL:perl5.40.0-Authen-SASL:2.1700:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-Authen-SASL@2.1700","","perl5.40.0-Authen-SASL","2.1700","https://metacpan.org/dist/Authen-SASL","False","SASL Authentication framework","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-CGI-4.59","perl5.40.0-CGI","4.59","","x86_64-linux","/nix/store/0gpn33zbi1zfgfkc3pn3y6qnim0xg4nk-perl5.40.0-CGI-4.59","['/nix/store/0gpn33zbi1zfgfkc3pn3y6qnim0xg4nk-perl5.40.0-CGI-4.59']","/nix/store/1dq3k6gr4vj8k96094f9d7zrxc6l3gnr-perl5.40.0-CGI-4.59.drv","cpe:2.3:a:perl5.40.0-CGI:perl5.40.0-CGI:4.59:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-CGI@4.59","","perl5.40.0-CGI","4.59","https://metacpan.org/module/CGI","False","Handle Common Gateway Interface requests and responses","artistic2","Artistic-2.0",""
"perl5.40.0-CGI-Fast-2.16","perl5.40.0-CGI-Fast","2.16","","x86_64-linux","/nix/store/nfbz3pgaban6k3hlvvifx5rv4r9ipm9z-perl5.40.0-CGI-Fast-2.16","['/nix/store/nfbz3pgaban6k3hlvvifx5rv4r9ipm9z-perl5.40.0-CGI-Fast-2.16']","/nix/store/hjldiscrfqq0k5y13shdmdrwa5shxvvg-perl5.40.0-CGI-Fast-2.16.drv","cpe:2.3:a:perl5.40.0-CGI-Fast:perl5.40.0-CGI-Fast:2.16:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-CGI-Fast@2.16","","perl5.40.0-CGI-Fast","2.16","https://metacpan.org/module/CGI::Fast","False","CGI Interface for Fast CGI","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-Clone-0.46","perl5.40.0-Clone","0.46","","x86_64-linux","/nix/store/xw7fxsq42nkr7fzwq6w27lbqsv07nxdv-perl5.40.0-Clone-0.46","['/nix/store/xw7fxsq42nkr7fzwq6w27lbqsv07nxdv-perl5.40.0-Clone-0.46']","/nix/store/43mrf2hj8v2j3ihr1xhrlkrflgnfrmk3-perl5.40.0-Clone-0.46.drv","cpe:2.3:a:perl5.40.0-Clone:perl5.40.0-Clone:0.46:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-Clone@0.46","","perl5.40.0-Clone","0.46","https://metacpan.org/dist/Clone","False","Recursively copy Perl datatypes","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-Clone-0.46","perl5.40.0-Clone","0.46","","i686-linux","/nix/store/2y3yr4qgv1jasq48h3xxj4n394xpd8zw-perl5.40.0-Clone-0.46","['/nix/store/2y3yr4qgv1jasq48h3xxj4n394xpd8zw-perl5.40.0-Clone-0.46']","/nix/store/hwzaxi5ad0h58admazla95ac3r2yv1r2-perl5.40.0-Clone-0.46.drv","cpe:2.3:a:perl5.40.0-Clone:perl5.40.0-Clone:0.46:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-Clone@0.46","","perl5.40.0-Clone","0.46","https://metacpan.org/dist/Clone","False","Recursively copy Perl datatypes","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-Config-IniFiles-3.000003","perl5.40.0-Config-IniFiles","3.000003","","x86_64-linux","/nix/store/as8rxxqa27a48190kdwsfml6prw2n1mp-perl5.40.0-Config-IniFiles-3.000003","['/nix/store/as8rxxqa27a48190kdwsfml6prw2n1mp-perl5.40.0-Config-IniFiles-3.000003']","/nix/store/jl5s75315qbbcazjgskbgw41cvy9r9i7-perl5.40.0-Config-IniFiles-3.000003.drv","cpe:2.3:a:perl5.40.0-Config-IniFiles:perl5.40.0-Config-IniFiles:3.000003:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-Config-IniFiles@3.000003","","perl5.40.0-Config-IniFiles","3.000003","https://metacpan.org/release/Config-IniFiles","False","Module for reading .ini-style configuration files","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later","nixpkgs-commits@deshaw.com;nixpkgs-commits@deshaw.com"
"perl5.40.0-DBD-SQLite-1.74","perl5.40.0-DBD-SQLite","1.74","/nix/store/z3wziq3lfwk5hqmijr1z5jnsmzq8aslr-external-sqlite.patch /nix/store/324gq3ri0ic69qdlpm0mvycvafx1v57i-sqlite-3.37-compat.patch","x86_64-linux","/nix/store/n60fda3z8cggqd4m8cvh1g19m1z0k545-perl5.40.0-DBD-SQLite-1.74","['/nix/store/n60fda3z8cggqd4m8cvh1g19m1z0k545-perl5.40.0-DBD-SQLite-1.74']","/nix/store/bm2v33ahyv5rpj1r0asznbd60407phcc-perl5.40.0-DBD-SQLite-1.74.drv","cpe:2.3:a:perl5.40.0-DBD-SQLite:perl5.40.0-DBD-SQLite:1.74:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-DBD-SQLite@1.74","","perl5.40.0-DBD-SQLite","1.74","https://metacpan.org/dist/DBD-SQLite","False","Self Contained SQLite RDBMS in a DBI Driver","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-DBI-1.644","perl5.40.0-DBI","1.644","","x86_64-linux","/nix/store/31gaksmywd265j556gczi3xx1fa486vb-perl5.40.0-DBI-1.644","['/nix/store/31gaksmywd265j556gczi3xx1fa486vb-perl5.40.0-DBI-1.644']","/nix/store/jq1qhvdfz683pys0rdiqiipmwbzjmdpc-perl5.40.0-DBI-1.644.drv","cpe:2.3:a:perl5.40.0-DBI:perl5.40.0-DBI:1.644:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-DBI@1.644","","perl5.40.0-DBI","1.644","https://dbi.perl.org","False","Database independent interface for Perl","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-Digest-HMAC-1.04","perl5.40.0-Digest-HMAC","1.04","","x86_64-linux","/nix/store/ldplwczyf4imk4f1pl6wbfh0ss2m5din-perl5.40.0-Digest-HMAC-1.04","['/nix/store/ldplwczyf4imk4f1pl6wbfh0ss2m5din-perl5.40.0-Digest-HMAC-1.04']","/nix/store/61k2v78ic8z9x4qx2nacp35iybgqz2rk-perl5.40.0-Digest-HMAC-1.04.drv","cpe:2.3:a:perl5.40.0-Digest-HMAC:perl5.40.0-Digest-HMAC:1.04:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-Digest-HMAC@1.04","","perl5.40.0-Digest-HMAC","1.04","https://metacpan.org/release/Digest-HMAC","False","Keyed-Hashing for Message Authentication","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-Encode-Locale-1.05","perl5.40.0-Encode-Locale","1.05","","x86_64-linux","/nix/store/q8x5nj8v3l36ljyy2qrchpxcy52cnksx-perl5.40.0-Encode-Locale-1.05","['/nix/store/q8x5nj8v3l36ljyy2qrchpxcy52cnksx-perl5.40.0-Encode-Locale-1.05']","/nix/store/irs4nc9d2qj81k0p0r3kwg4sibipnkrb-perl5.40.0-Encode-Locale-1.05.drv","cpe:2.3:a:perl5.40.0-Encode-Locale:perl5.40.0-Encode-Locale:1.05:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-Encode-Locale@1.05","","perl5.40.0-Encode-Locale","1.05","https://metacpan.org/dist/Encode-Locale","False","Determine the locale encoding","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-Encode-Locale-1.05","perl5.40.0-Encode-Locale","1.05","","i686-linux","/nix/store/x026q7p38rz7xcwsbvnx9li4xdiz9kib-perl5.40.0-Encode-Locale-1.05","['/nix/store/x026q7p38rz7xcwsbvnx9li4xdiz9kib-perl5.40.0-Encode-Locale-1.05']","/nix/store/n60p9nw1nhpq5ywzjwc04by73a1db0sq-perl5.40.0-Encode-Locale-1.05.drv","cpe:2.3:a:perl5.40.0-Encode-Locale:perl5.40.0-Encode-Locale:1.05:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-Encode-Locale@1.05","","perl5.40.0-Encode-Locale","1.05","https://metacpan.org/dist/Encode-Locale","False","Determine the locale encoding","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-FCGI-0.82","perl5.40.0-FCGI","0.82","","x86_64-linux","/nix/store/njqslybwj3srzh7vr25ys9zmxrb6pyaw-perl5.40.0-FCGI-0.82","['/nix/store/njqslybwj3srzh7vr25ys9zmxrb6pyaw-perl5.40.0-FCGI-0.82']","/nix/store/ld7kdmdidw112f6c142aknmfxpvfa7i2-perl5.40.0-FCGI-0.82.drv","cpe:2.3:a:perl5.40.0-FCGI:perl5.40.0-FCGI:0.82:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-FCGI@0.82","","perl5.40.0-FCGI","0.82","https://metacpan.org/dist/FCGI","False","Fast CGI module","oml","OML",""
"perl5.40.0-FCGI-ProcManager-0.28","perl5.40.0-FCGI-ProcManager","0.28","","x86_64-linux","/nix/store/08qva4qfh7m6fgf2maj1673h11205m0s-perl5.40.0-FCGI-ProcManager-0.28","['/nix/store/08qva4qfh7m6fgf2maj1673h11205m0s-perl5.40.0-FCGI-ProcManager-0.28']","/nix/store/vmx28nzjjg7k3z0vr7v04rrsp2jsi3q0-perl5.40.0-FCGI-ProcManager-0.28.drv","cpe:2.3:a:perl5.40.0-FCGI-ProcManager:perl5.40.0-FCGI-ProcManager:0.28:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-FCGI-ProcManager@0.28","","perl5.40.0-FCGI-ProcManager","0.28","https://metacpan.org/dist/FCGI-ProcManager","False","Perl-based FastCGI process manager","gpl2Plus","GPL-2.0-or-later",""
"perl5.40.0-File-BaseDir-0.09","perl5.40.0-File-BaseDir","0.09","","x86_64-linux","/nix/store/gzq582qgv8l0bazcmjnff02zvb8lx81f-perl5.40.0-File-BaseDir-0.09","['/nix/store/gzq582qgv8l0bazcmjnff02zvb8lx81f-perl5.40.0-File-BaseDir-0.09']","/nix/store/dvjip8mmqnx43padbs08g11qpwyqyp5d-perl5.40.0-File-BaseDir-0.09.drv","cpe:2.3:a:perl5.40.0-File-BaseDir:perl5.40.0-File-BaseDir:0.09:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-File-BaseDir@0.09","","perl5.40.0-File-BaseDir","0.09","https://metacpan.org/dist/File-BaseDir","False","Use the Freedesktop.org base directory specification","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-File-BaseDir-0.09","perl5.40.0-File-BaseDir","0.09","","i686-linux","/nix/store/1y8b5n83467z5vc4b8nfp0jqy5hv7i3i-perl5.40.0-File-BaseDir-0.09","['/nix/store/1y8b5n83467z5vc4b8nfp0jqy5hv7i3i-perl5.40.0-File-BaseDir-0.09']","/nix/store/fcy5436m7clcjnl1ixy527rwbxz47087-perl5.40.0-File-BaseDir-0.09.drv","cpe:2.3:a:perl5.40.0-File-BaseDir:perl5.40.0-File-BaseDir:0.09:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-File-BaseDir@0.09","","perl5.40.0-File-BaseDir","0.09","https://metacpan.org/dist/File-BaseDir","False","Use the Freedesktop.org base directory specification","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-File-Copy-Recursive-0.45","perl5.40.0-File-Copy-Recursive","0.45","","x86_64-linux","/nix/store/gkfn5929x5zlar4ayh7d93b1094n0bpf-perl5.40.0-File-Copy-Recursive-0.45","['/nix/store/gkfn5929x5zlar4ayh7d93b1094n0bpf-perl5.40.0-File-Copy-Recursive-0.45']","/nix/store/rbcjnn1jzybs259q0c7fvfrwkj8ksqh5-perl5.40.0-File-Copy-Recursive-0.45.drv","cpe:2.3:a:perl5.40.0-File-Copy-Recursive:perl5.40.0-File-Copy-Recursive:0.45:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-File-Copy-Recursive@0.45","","perl5.40.0-File-Copy-Recursive","0.45","https://metacpan.org/dist/File-Copy-Recursive","False","Perl extension for recursively copying files and directories","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-File-DesktopEntry-0.22","perl5.40.0-File-DesktopEntry","0.22","","i686-linux","/nix/store/6jc6aafl1f62sg66rsj0pwf423ih60ky-perl5.40.0-File-DesktopEntry-0.22","['/nix/store/6jc6aafl1f62sg66rsj0pwf423ih60ky-perl5.40.0-File-DesktopEntry-0.22']","/nix/store/6dax9mbimki1nsxjr9w904ja8msfs2jm-perl5.40.0-File-DesktopEntry-0.22.drv","cpe:2.3:a:perl5.40.0-File-DesktopEntry:perl5.40.0-File-DesktopEntry:0.22:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-File-DesktopEntry@0.22","","perl5.40.0-File-DesktopEntry","0.22","https://metacpan.org/dist/File-DesktopEntry","False","Object to handle .desktop files","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-File-DesktopEntry-0.22","perl5.40.0-File-DesktopEntry","0.22","","x86_64-linux","/nix/store/cy6prlk98cyqhajvy61jh6fk63l663s3-perl5.40.0-File-DesktopEntry-0.22","['/nix/store/cy6prlk98cyqhajvy61jh6fk63l663s3-perl5.40.0-File-DesktopEntry-0.22']","/nix/store/gz7bgzpykwnrr5ifchq92r7lkplvklv4-perl5.40.0-File-DesktopEntry-0.22.drv","cpe:2.3:a:perl5.40.0-File-DesktopEntry:perl5.40.0-File-DesktopEntry:0.22:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-File-DesktopEntry@0.22","","perl5.40.0-File-DesktopEntry","0.22","https://metacpan.org/dist/File-DesktopEntry","False","Object to handle .desktop files","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
"perl5.40.0-File-Listing-6.16","perl5.40.0-File-Listing","6.16","","x86_64-linux","/nix/store/2ars6g0jllc3d14c4if10brhlfj8c1j9-perl5.40.0-File-Listing-6.16","['/nix/store/2ars6g0jllc3d14c4if10brhlfj8c1j9-perl5.40.0-File-Listing-6.16']","/nix/store/rs08xlzz3nncnmljd1dyfgs09j4mgh31-perl5.40.0-File-Listing-6.16.drv","cpe:2.3:a:perl5.40.0-File-Listing:perl5.40.0-File-Listing:6.16:*:*:*:*:*:*:*","pkg:nix/perl5.40.0-File-Listing@6.16","","perl5.40.0-File-Listing","6.16","https://metacpan.org/dist/File-Listing","False","Parse directory listing","artistic1;gpl1Plus","Artistic-1.0;GPL-1.0-or-later",""
